,index,current_price,market_cap,total_volume,date
0,aed,111479.71169265192,2123331772667.6023,63175515457.88542,23-05-2022
1,ars,3592233.8703920133,68420560082582.59,2035717736990.2437,23-05-2022
2,aud,42957.17710159386,818196760818.638,24343817945.016666,23-05-2022
3,bch,152.41102123151921,2902942239.1925,86371274.93036571,23-05-2022
4,bdt,2657115.8521154076,50609554212071.75,1505786667725.7827,23-05-2022
5,bhd,11442.224603059343,217937763569.55063,6484304868.639337,23-05-2022
6,bmd,30351.050417138096,578090387085.146,17199930154.801018,23-05-2022
7,bnb,94.87508654219485,1807066798.351877,53765679.919763565,23-05-2022
8,brl,148164.72282134343,2822063842633.5635,83964899036.69234,23-05-2022
9,btc,1.0,19046800.0,566434.6575826525,23-05-2022
10,cad,38899.42376712498,740909544607.676,22044290482.90069,23-05-2022
11,chf,29595.18785754963,563693624085.1763,16771583094.225819,23-05-2022
12,clp,25388653.67393597,483572608796723.6,14387741574491.023,23-05-2022
13,cny,203139.58044190498,3869158960760.876,115119132526.08304,23-05-2022
14,czk,707331.199620352,13472395892928.92,400844355057.70703,23-05-2022
15,dkk,213649.36007404907,4069336631458.3984,121075021140.50662,23-05-2022
16,dot,2978.3251371501656,56727563222.27178,1687815862.4897232,23-05-2022
17,eos,22348.86830998894,425674424926.6973,12665096221.961397,23-05-2022
18,eth,14.829689255023693,282458125.30258524,8403979.957800157,23-05-2022
19,eur,28712.79176877221,546886802261.4505,16271529524.83531,23-05-2022
20,gbp,24272.706252198634,462317381444.3769,13755334542.5593,23-05-2022
21,hkd,238208.2463806309,4537104827162.601,134992533824.49554,23-05-2022
22,huf,11021608.728947416,209926377138515.72,6245941992979.499,23-05-2022
23,idr,444703856.0104391,8470185404659631.0,252013526972734.0,23-05-2022
24,ils,101975.00709507133,1942297565138.404,57789202530.538055,23-05-2022
25,inr,2361877.769543623,44986213500943.48,1338475344740.9058,23-05-2022
26,jpy,3881595.8378477884,73931979604319.25,2199699067497.5005,23-05-2022
27,krw,38673623.879984364,736608779317286.1,21916329762121.562,23-05-2022
28,kwd,9294.705679744364,177034400140.95496,5267306610.606259,23-05-2022
29,lkr,10783736.711503299,205395676396661.06,6111139999981.255,23-05-2022
30,ltc,422.6303656299921,8049756048.081333,239504487.33165526,23-05-2022
31,mmk,56243643.21986413,1071261423680108.1,31873253865604.73,23-05-2022
32,mxn,602591.7278001368,11477444121063.646,341488531288.8794,23-05-2022
33,myr,133210.76028081952,2537238708916.713,75490493449.4219,23-05-2022
34,ngn,12599328.049162408,239976881486786.6,7140035005861.022,23-05-2022
35,nok,295164.3902213739,5621937107668.465,167269561554.4621,23-05-2022
36,nzd,47267.299420281284,900290798598.2135,26786362826.369843,23-05-2022
37,php,1586085.2534008995,30209848604476.242,898833984429.4496,23-05-2022
38,pkr,6099344.48163773,116172994472857.52,3456496484714.816,23-05-2022
39,pln,132927.25111887304,2531838766610.95,75329828901.84592,23-05-2022
40,rub,1896940.34756063,36130643411917.805,1074995462675.7638,23-05-2022
41,sar,113846.79011468528,2168417041956.388,64516938010.65878,23-05-2022
42,sek,301499.7470812456,5742605382707.068,170859806175.2546,23-05-2022
43,sgd,41846.96602838539,797050792549.4508,23714661699.884216,23-05-2022
44,thb,1042625.5665969678,19858680641859.13,590855561063.2686,23-05-2022
45,try,483643.98839709564,9211870318201.8,274080887016.75427,23-05-2022
46,twd,902276.0268006804,17185471027267.2,511319523641.92413,23-05-2022
47,uah,897428.6908896104,17093144789636.23,508572539996.8314,23-05-2022
48,usd,30351.050417138096,578090387085.146,17199930154.801018,23-05-2022
49,vef,3039.050678268034,57884190458.83559,1722229006.400224,23-05-2022
50,vnd,703221893.7520062,1.3394126765915712e+16,398515612791826.5,23-05-2022
51,xag,1391.9325582854085,26511861051.150528,788807716.8223431,23-05-2022
52,xau,16.438735926930296,313105315.45305604,9315826.170443306,23-05-2022
53,xdr,22133.442814597125,421571258601.0686,12543014665.528334,23-05-2022
54,xlm,223232.69396237505,4251868475362.566,126505893260.71072,23-05-2022
55,xrp,71832.01254422561,1368169976527.3564,40707177565.815895,23-05-2022
56,yfi,3.193141252775567,60819122.81336567,1809552.083612279,23-05-2022
57,zar,481261.4309393504,9166490222815.62,272730692499.60242,23-05-2022
58,bits,999532.3641187384,19037893032896.785,566434657582.6525,23-05-2022
59,link,4121.247231397119,78496571766.97464,2335509432.34147,23-05-2022
60,sats,99953236.41187385,1903789303289678.8,56643465758265.25,23-05-2022
