,index,current_price,market_cap,total_volume,date
0,aed,145818.48520592958,2775997765440.1567,116616890199.58002,05-05-2022
1,ars,4605897.800147594,87680806541377.05,3683521175465.1904,05-05-2022
2,aud,54702.55559521306,1042727972823.4388,43747827379.18592,05-05-2022
3,bch,132.40058500895015,2517981332.610816,105886057.33041205,05-05-2022
4,bdt,3443355.867618109,65552376165641.13,2753789772023.855,05-05-2022
5,bhd,14966.849655745042,284949584136.75726,11969589866.96885,05-05-2022
6,bmd,39699.02404125388,755764276888.7715,31748901527.20592,05-05-2022
7,bnb,98.60497239246479,1876264562.735574,78858350.6568829,05-05-2022
8,brl,195343.0176973937,3718738124431.1953,156223644854.76932,05-05-2022
9,btc,1.0,19030856.0,799873.2685498685,05-05-2022
10,cad,50556.746815560866,962985016676.0732,40432257843.79827,05-05-2022
11,chf,38625.324237034125,735963252834.2864,30890220736.501106,05-05-2022
12,clp,33883514.009450644,645052367967336.1,27098004942485.562,05-05-2022
13,cny,262351.00037662685,4994468223819.457,209812615742.5408,05-05-2022
14,czk,919195.1725535974,17518086903287.92,735117240851.0793,05-05-2022
15,dkk,278077.09386716026,5298931641585.486,222389403351.21695,05-05-2022
16,dot,2436.896860842604,46344526698.977104,1948884143.5106826,05-05-2022
17,eos,17805.002036499467,339388968161.0798,14239374140.812456,05-05-2022
18,eth,13.496607310372278,256737785.4266137,10793778.104043359,05-05-2022
19,eur,37372.38333926808,712109820727.1228,29888193655.40094,05-05-2022
20,gbp,31453.933738125874,599118526746.5898,25154972169.02053,05-05-2022
21,hkd,311575.8052365793,5931426986092.306,249179666191.19955,05-05-2022
22,huf,14046425.71899928,267627466910468.12,11233489934117.668,05-05-2022
23,idr,572856916.915294,1.0905678515504974e+16,458136649037581.9,05-05-2022
24,ils,134479.05447390638,2560125036211.028,107548292711.85684,05-05-2022
25,inr,3017197.2853785725,57439445419245.0,2412973664090.402,05-05-2022
26,jpy,5126661.727983226,97661749270259.38,4099996972114.327,05-05-2022
27,krw,49681653.685804926,946029574359765.9,39732410775142.77,05-05-2022
28,kwd,12175.452479308302,231799705600.27783,9737197604.98488,05-05-2022
29,lkr,13990121.903269457,266334868908183.28,11188461514795.457,05-05-2022
30,ltc,373.64780027926014,7117151433.821348,298821129.8241439,05-05-2022
31,mmk,73483028.95343104,1398922255188830.8,58767325054110.234,05-05-2022
32,mxn,795320.441983543,15155439293806.533,636049651217.367,05-05-2022
33,myr,172869.40018764007,3290975543712.159,138250591700.2182,05-05-2022
34,ngn,16493323.816183511,313989203726445.3,13190372467398.102,05-05-2022
35,nok,366809.2955793199,6994090509011.513,293352103379.41016,05-05-2022
36,nzd,60596.74909266614,1155260517887.9006,48461650286.73327,05-05-2022
37,php,2084000.2670456232,39673845715276.125,1666658585670.6753,05-05-2022
38,pkr,7370593.016023927,140316570382389.11,5894558808792.93,05-05-2022
39,pln,173776.1258967422,3311698600184.4404,138975736611.09952,05-05-2022
40,rub,2659834.80925913,50636210330369.2,2127176561067.3042,05-05-2022
41,sar,148940.77374775027,2835100043421.4004,119113909555.79333,05-05-2022
42,sek,386661.4277355333,7366646020832.387,309228649570.5137,05-05-2022
43,sgd,54548.56308095704,1039077631366.0657,43624673390.161896,05-05-2022
44,thb,1351087.1672432206,25745831847100.39,1080518588640.8951,05-05-2022
45,try,585397.8386099263,11143366380586.5,468166127030.02637,05-05-2022
46,twd,1162216.7181245368,22125754970195.707,929471316440.0228,05-05-2022
47,uah,1166837.0493385573,22213487110514.062,933166380595.3677,05-05-2022
48,usd,39699.02404125388,755764276888.7715,31748901527.20592,05-05-2022
49,vef,3975.0632772507515,75674677044.87271,3179017509.9191294,05-05-2022
50,vnd,911807184.1795199,1.7358393911581314e+16,729208770276866.2,05-05-2022
51,xag,1724.547835805528,32882192713.94351,1379190061.7266774,05-05-2022
52,xau,20.98768303988973,399958012.9723066,16784691.77038799,05-05-2022
53,xdr,28892.63210503223,550039194605.4327,23106596540.288242,05-05-2022
54,xlm,214715.24350152203,4096933753256.941,171716390691.01288,05-05-2022
55,xrp,61295.15480197204,1165387917127.451,49020193339.775314,05-05-2022
56,yfi,2.163583162847666,41140207.50139174,1730304.2188591214,05-05-2022
57,zar,614363.8345113863,11691123167075.729,491331395540.3365,05-05-2022
58,bits,1000166.512561296,19038245482911.566,799873268549.8685,05-05-2022
59,link,3268.402528007928,62255217914.73943,2613872570.397756,05-05-2022
60,sats,100016651.2561296,1903824548291156.5,79987326854986.84,05-05-2022
