,index,current_price,market_cap,total_volume,date
0,aed,107119.23155706796,2040257975121.5808,97876193310.09471,24-05-2022
1,ars,3467256.961105454,66047523786654.94,3168076428928.9478,24-05-2022
2,aud,41110.588534265094,783208883526.4269,37563263402.686325,24-05-2022
3,bch,151.85386710133994,2892867307.030351,138750794.18748403,24-05-2022
4,bdt,2565128.2535639135,48856991414798.32,2343790047422.5483,24-05-2022
5,bhd,10995.126677976938,209419863885.63132,10046385962.25668,24-05-2022
6,bmd,29163.167775739188,555459414424.212,26646754324.71057,24-05-2022
7,bnb,91.7803317153866,1746497717.9420347,83860847.0063009,24-05-2022
8,brl,140429.4017905171,2674703718276.898,128312116099.77898,24-05-2022
9,btc,1.0,19047800.0,913408.075076851,24-05-2022
10,cad,37289.51363961664,710249289441.8059,34071899064.045452,24-05-2022
11,chf,28149.10610584115,536267180737.0262,25720193383.331703,24-05-2022
12,clp,24197749.62940365,460885043178116.7,22109789119753.2,24-05-2022
13,cny,193958.3962428863,3694249473452.5493,177222233662.78513,24-05-2022
14,czk,672173.0759495111,12805629661643.734,614173019757.2013,24-05-2022
15,dkk,202963.98245203405,3866215264482.9644,185450751398.2553,24-05-2022
16,dot,2940.0164027727087,55901114880.80428,2686330079.014127,24-05-2022
17,eos,22284.3066941307,424574253023.31445,20361452169.437824,24-05-2022
18,eth,14.761264853407503,281181491.2888368,13487553.927456178,24-05-2022
19,eur,27282.23094370736,519726154834.88745,24928118611.02973,24-05-2022
20,gbp,23186.059887430343,441646335868.1044,21185395438.843845,24-05-2022
21,hkd,228909.84039558607,4359960360667.5815,209157809139.10962,24-05-2022
22,huf,10429821.826199483,198659829053162.38,9529859787195.13,24-05-2022
23,idr,426534659.25440603,8124038303485629.0,389730099402351.7,24-05-2022
24,ils,97435.16424961673,1855809344670.7957,89027738835.25934,24-05-2022
25,inr,2260934.2496554507,43063127573198.81,2065844148282.5361,24-05-2022
26,jpy,3726847.079259431,71002155108189.22,3405267194924.063,24-05-2022
27,krw,36714824.255427964,699292852492289.4,33546798123322.742,24-05-2022
28,kwd,8928.478793549199,170057232482.45877,8158063717.036082,24-05-2022
29,lkr,10499678.024273243,199983247768349.28,9593688276694.078,24-05-2022
30,ltc,420.6958541800259,8007548361.33733,384395109.54242593,24-05-2022
31,mmk,54000482.41412302,1028526001394354.4,49340922062041.58,24-05-2022
32,mxn,580858.1232524792,11063249017614.277,530737395431.28046,24-05-2022
33,myr,128011.72495160675,2438189099615.076,116965928108.31667,24-05-2022
34,ngn,12117398.340233143,230795331912129.4,11071819738850.85,24-05-2022
35,nok,280186.5050742991,5336879049461.472,256009944572.10953,24-05-2022
36,nzd,45198.91469841041,861010417326.5831,41298818597.95885,24-05-2022
37,php,1524431.8042099997,29035254462327.234,1392892572025.4524,24-05-2022
38,pkr,5853441.766987497,111488208731628.02,5348363590620.33,24-05-2022
39,pln,125811.39310609523,2396649622766.774,114955457141.27177,24-05-2022
40,rub,1708232.5816270888,32536035755357.633,1560833661216.6743,24-05-2022
41,sar,109388.68011020745,2083483271292.6484,99949817084.88867,24-05-2022
42,sek,286410.3041988229,5455222455001.624,261696708352.8089,24-05-2022
43,sgd,40077.308336802926,763308439085.8505,36619142250.20756,24-05-2022
44,thb,995684.5872136237,18964217042104.805,909769569081.382,24-05-2022
45,try,464776.3503219005,8853467606507.512,424672014995.0989,24-05-2022
46,twd,860511.75892518,16389829849532.324,786260450508.3689,24-05-2022
47,uah,861676.7399883174,16412018786760.312,787324908403.378,24-05-2022
48,usd,29163.167775739188,555459414424.212,26646754324.71057,24-05-2022
49,vef,2920.107989384758,55618151166.29629,2668139510.533263,24-05-2022
50,vnd,675855604.6830916,1.2872756529724288e+16,617537792720550.0,24-05-2022
51,xag,1340.8661694146751,25546000618.524506,1225166335.61434,24-05-2022
52,xau,15.73032106655598,299648135.7052849,14372992.815205652,24-05-2022
53,xdr,21264.2362941769,405011565649.16956,19429400975.599735,24-05-2022
54,xlm,225950.5006693646,4301821730193.026,206453823095.67368,24-05-2022
55,xrp,71835.99808123097,1368601784418.778,65637457743.30316,24-05-2022
56,yfi,3.2612411095053764,62138219.500607945,2979837.1461871695,24-05-2022
57,zar,460405.0247776595,8769185527719.27,420677879695.8595,24-05-2022
58,bits,999666.6992376946,19048606319536.76,913408075076.8508,24-05-2022
59,link,4145.433780378339,78839632706.24287,3787735144.705073,24-05-2022
60,sats,99966669.92376946,1904860631953676.2,91340807507685.1,24-05-2022
