,index,current_price,market_cap,total_volume,date
0,aed,106844.00131484261,2038345317729.4841,56589671615.50707,29-05-2022
1,ars,3475539.8079150873,66305550212129.78,1840811407249.4482,29-05-2022
2,aud,40620.355059245936,774945804355.8011,21514474611.769318,29-05-2022
3,bch,162.1941832161538,3089202303.3514943,85905764.04098475,29-05-2022
4,bdt,2554398.319104734,48732224451424.43,1352931004777.515,29-05-2022
5,bhd,10960.069348347675,209093685778.0465,5804974707.737931,29-05-2022
6,bmd,29088.236452817226,554938694217.2793,15406515372.711676,29-05-2022
7,bnb,94.21093717641578,1792389914.3947382,49898599.18941384,29-05-2022
8,brl,137616.44665827847,2625414962341.9507,72888224228.29903,29-05-2022
9,btc,1.0,19052118.0,529491.3238806442,29-05-2022
10,cad,37016.23529803247,706187235326.1992,19605561137.544197,29-05-2022
11,chf,27839.12940306033,531108516810.2004,14744928789.576683,29-05-2022
12,clp,24041427.428253446,458656830770581.1,12733484955546.205,29-05-2022
13,cny,194850.46070284097,3717312337083.8623,103202083875.64616,29-05-2022
14,czk,669177.7884207048,12766420154337.936,354428426800.769,29-05-2022
15,dkk,201549.48155792544,3845114718362.099,106750204365.98203,29-05-2022
16,dot,3001.5920093440573,57069214757.27692,1589786081.0358257,29-05-2022
17,eos,23101.883257287074,439763562624.95386,12235857616.164028,29-05-2022
18,eth,16.18528449275113,308264956.07980406,8572497.502684852,29-05-2022
19,eur,27103.836962005982,517080776497.776,14355482893.985256,29-05-2022
20,gbp,23032.70556454258,439412666732.51355,12199217815.451273,29-05-2022
21,hkd,228321.1308596402,4355858094971.9146,120929744854.41087,29-05-2022
22,huf,10681476.763720771,203778760434179.5,5657418806755.76,29-05-2022
23,idr,422925505.0820899,8068475650702701.0,224001489610003.7,29-05-2022
24,ils,97290.55181664406,1856086802387.707,51529709771.64749,29-05-2022
25,inr,2259929.084139564,43114408018867.6,1196966073639.7886,29-05-2022
26,jpy,3698132.813440676,70552128447583.44,1958707264121.0303,29-05-2022
27,krw,36491846.010026366,696183056928526.1,19327819596215.074,29-05-2022
28,kwd,8889.655942345456,169594814339.74265,4708385163.054406,29-05-2022
29,lkr,10319081.78434398,196865072250556.53,5465477166367.269,29-05-2022
30,ltc,460.53038670134964,8772097211.921732,243918825.87395638,29-05-2022
31,mmk,53820910.274546884,1026782964920849.8,28506117339328.566,29-05-2022
32,mxn,569581.7029828104,10866348911046.55,301677596620.68036,29-05-2022
33,myr,127377.38742688639,2430076541977.458,67465130817.1043,29-05-2022
34,ngn,12078017.539938798,230421644612897.7,6397093313057.358,29-05-2022
35,nok,275306.2538488902,5252229480070.71,145815303688.36765,29-05-2022
36,nzd,44509.24865533238,849137223201.792,23574217871.493237,29-05-2022
37,php,1522042.1760113132,29037171059489.914,806146024722.7443,29-05-2022
38,pkr,5820556.114208717,111043232712877.6,3082843726079.601,29-05-2022
39,pln,123885.34464072593,2363456151736.6855,65615578646.6104,29-05-2022
40,rub,1927096.9448815472,36764712909197.305,1020682321328.826,29-05-2022
41,sar,109109.71314038962,2081570047560.7715,57789700504.40329,29-05-2022
42,sek,285451.2417235937,5445773228698.103,151188572428.84692,29-05-2022
43,sgd,39821.79570390668,759711072383.4556,21091519545.242233,29-05-2022
44,thb,990715.169081752,18900636453614.62,524729937038.11755,29-05-2022
45,try,471753.0187917888,8999995742815.84,249862866314.63745,29-05-2022
46,twd,852701.2898488193,16267639363893.574,451631213590.2815,29-05-2022
47,uah,858821.0766514178,16384391250953.877,454872544140.0,29-05-2022
48,usd,29088.236452817226,554938694217.2793,15406515372.711676,29-05-2022
49,vef,2912.6051160205852,55566011451.97612,1542654384.2696183,29-05-2022
50,vnd,674822801.1584502,1.2874114410832492e+16,357418294394299.4,29-05-2022
51,xag,1315.2874418048643,25092751726.613842,696638870.6503611,29-05-2022
52,xau,15.693976213388488,299406073.69104904,8312277.239039136,29-05-2022
53,xdr,21117.157929415247,402868288902.2239,11184652558.612112,29-05-2022
54,xlm,236042.00479971047,4483878126771.984,125019087405.01233,29-05-2022
55,xrp,75170.05422483568,1429624197685.541,39813640743.08936,29-05-2022
56,yfi,3.8042838060921915,72522840.61660786,2014929.8853434245,29-05-2022
57,zar,453603.12277468946,8653736195172.01,240249816982.6805,29-05-2022
58,bits,999704.8947249731,19053522663375.074,529491323880.64417,29-05-2022
59,link,4419.270972117681,84005763892.68393,2340656377.657964,29-05-2022
60,sats,99970489.47249731,1905352266337507.2,52949132388064.42,29-05-2022
