,index,current_price,market_cap,total_volume,date
0,aed,105683.16966063663,2012591285927.5586,96306592613.04974,19-05-2022
1,ars,3394970.21632189,64652560055624.25,3093756693773.07,19-05-2022
2,aud,41334.40218970285,787157102906.2931,37667070786.86689,19-05-2022
3,bch,152.50515601445613,2904251916.7367325,138974370.08027512,19-05-2022
4,bdt,2519316.8936378215,47976941294504.93,2295794368373.509,19-05-2022
5,bhd,10849.39259275901,206611829110.63586,9886796884.358202,19-05-2022
6,bmd,28772.200501112577,547927169401.20306,26219431165.241817,19-05-2022
7,bnb,99.91545058262004,1902752972.094151,91050605.55913427,19-05-2022
8,brl,142977.69595017904,2722814482905.4033,130292219289.43646,19-05-2022
9,btc,1.0,19043631.0,911023.4449278206,19-05-2022
10,cad,37065.787295558286,705867175981.1,33777182198.622784,19-05-2022
11,chf,28405.901616532956,540951508607.5572,25885631587.077164,19-05-2022
12,clp,24571075.608200885,467922497155678.3,22391044631440.81,19-05-2022
13,cny,194341.82828476556,3700974065720.439,177099147805.62646,19-05-2022
14,czk,677674.5156227553,12905383413623.486,617548884178.0577,19-05-2022
15,dkk,204444.46718571856,3893364993076.4336,186305445573.52185,19-05-2022
16,dot,3020.7237095813757,57525547678.21889,2752714634.02739,19-05-2022
17,eos,22590.70919623132,430209129961.3359,20586383190.318672,19-05-2022
18,eth,15.007663487549777,285800405.6290711,13676131.57525816,19-05-2022
19,eur,27476.012868537517,523243050419.68005,25038245791.24773,19-05-2022
20,gbp,23311.006668397422,443926209231.4998,21242773374.62962,19-05-2022
21,hkd,225831.56312320818,4300652956271.5845,205795004244.42532,19-05-2022
22,huf,10550487.639034782,200919593467839.53,9614411813955.986,19-05-2022
23,idr,424103673.9964254,8076473873332221.0,386475726347223.56,19-05-2022
24,ils,96800.9899605398,1843442333243.2244,88212470676.32155,19-05-2022
25,inr,2239059.893591107,42639830400448.305,2040402740575.772,19-05-2022
26,jpy,3682216.896236796,70122779833898.83,3355517852819.0005,19-05-2022
27,krw,36709155.870347045,699075618716373.0,33452192349329.656,19-05-2022
28,kwd,8824.865476698755,168057481762.8902,8041892829.847154,19-05-2022
29,lkr,10359032.870892659,197273599510150.47,9439943576312.307,19-05-2022
30,ltc,434.296253806788,8270577602.178816,395763985.1553638,19-05-2022
31,mmk,53276308.95650818,1014574368809736.9,48549450201742.734,19-05-2022
32,mxn,576464.358568623,10977974529232.545,525318442992.24976,19-05-2022
33,myr,126468.20730264086,2408413873102.9985,115247509686.82089,19-05-2022
34,ngn,11951920.47083445,227607963187917.53,10891504668381.928,19-05-2022
35,nok,284712.43283871014,5421958512092.678,259451759152.53458,19-05-2022
36,nzd,45700.00817173675,870294092319.5393,41645345077.569115,19-05-2022
37,php,1510109.029617496,28757959129803.664,1376126923366.0112,19-05-2022
38,pkr,5704861.743284241,108641281945121.81,5198706639746.885,19-05-2022
39,pln,127629.82735347238,2430535336713.235,116306066781.25531,19-05-2022
40,rub,1848613.7095632819,35204317346464.31,1684598295050.2017,19-05-2022
41,sar,107925.04197928238,2055284675112.9636,98349558250.58311,19-05-2022
42,sek,289057.898280393,5504711952487.339,263411679841.42084,19-05-2022
43,sgd,40033.3808274436,762380932160.3105,36481480548.43704,19-05-2022
44,thb,996661.5733586109,18980055234920.816,908234304731.3058,19-05-2022
45,try,459335.6650930444,8747418911171.519,418581813100.5289,19-05-2022
46,twd,856131.2120108563,16303846889117.516,780172284037.3539,19-05-2022
47,uah,850150.5936424949,16189954199758.62,774722286855.9158,19-05-2022
48,usd,28772.200501112577,547927169401.20306,26219431165.241817,19-05-2022
49,vef,2880.960436176407,54863947472.14255,2625351642.5756674,19-05-2022
50,vnd,665804741.3380504,1.2679339812092278e+16,606732237401501.8,19-05-2022
51,xag,1348.5915922358188,25682080652.2414,1228939872.7526462,19-05-2022
52,xau,15.842261317917657,301694178.74399763,14436680.993893852,19-05-2022
53,xdr,21021.257408117894,400321069236.2135,19156178603.637356,19-05-2022
54,xlm,223977.5340315594,4265345510386.9595,204105471038.75476,19-05-2022
55,xrp,70780.2700218534,1347913344376.538,64500399183.00488,19-05-2022
56,yfi,3.1671881126675765,60314761.72522774,2886184.207712878,19-05-2022
57,zar,462524.6319355861,8808148418992.117,421487843753.72925,19-05-2022
58,bits,999722.2690866792,19038341994969.426,911023444927.8206,19-05-2022
59,link,4222.366987380462,80409198854.25517,3847743956.035986,19-05-2022
60,sats,99972226.90866792,1903834199496942.5,91102344492782.06,19-05-2022
